,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
4088,1196-amora,male,no,no,no,7,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,73.6,520.0,1
6402,8510-tmwyb,female,no,yes,yes,54,yes,yes,dsl,no,yes,yes,no,no,no,two_year,yes,bank_transfer_(automatic),59.8,3246.45,0
1043,4883-qicih,male,no,yes,yes,32,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),69.75,2347.9,1
1358,9272-lsvyh,male,no,no,no,10,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,mailed_check,70.15,735.5,0
1826,6908-vvyhm,male,no,yes,no,65,yes,yes,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,90.65,5931.0,0
3105,4429-wygfr,male,no,no,no,26,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),49.15,1237.3,0
5832,6017-pplpx,male,no,yes,yes,20,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.45,1470.95,1
602,1096-adrux,female,no,yes,yes,66,yes,yes,fiber_optic,no,no,no,no,no,no,one_year,yes,bank_transfer_(automatic),74.25,4859.25,0
5461,1221-ghzep,female,no,no,no,62,yes,no,dsl,yes,no,no,yes,no,yes,two_year,yes,mailed_check,65.1,3846.75,0
4819,0607-daahe,male,no,no,yes,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.75,1052.35,1
4934,2272-wuspa,female,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,electronic_check,110.75,7751.7,0
6617,8822-knbhv,female,no,no,no,48,yes,yes,dsl,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),83.45,3887.85,0
1338,1934-sjvjk,male,no,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.15,20.15,1
5542,2990-ogytd,female,no,yes,no,67,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.15,5883.85,0
4143,4822-ycxmx,male,no,no,no,25,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,84.8,2043.45,1
6427,6000-uklwi,male,no,no,no,41,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.15,802.35,0
1853,1612-eohdh,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.15,45.15,1
5947,7951-qkzpl,female,no,yes,yes,33,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.5,740.3,1
768,8728-skjlr,male,no,no,no,41,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,74.25,3089.1,0
1308,3372-kwfbm,male,yes,no,no,16,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,86.6,1281.0,1
2079,5804-hyiez,male,no,yes,yes,70,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic_check,106.05,7554.05,0
2596,5837-lxsdn,female,no,yes,yes,21,yes,no,dsl,no,yes,no,no,yes,no,one_year,yes,credit_card_(automatic),58.85,1215.45,0
5191,5982-psmkw,female,no,yes,yes,23,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),91.1,2198.3,0
5205,0365-trtpy,female,no,no,no,37,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),91.2,3382.3,0
5898,8277-rvrsv,female,no,yes,yes,33,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),24.15,800.3,0
1336,3733-lsyce,female,no,yes,no,15,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),75.35,1114.55,0
3794,4280-dlshd,male,no,yes,no,8,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,54.75,445.85,0
3484,2921-xwdjh,female,yes,yes,no,38,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,83.45,3147.15,0
2104,3106-ulwfw,female,no,yes,no,8,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),85.2,627.4,1
3043,3677-iyrbf,female,yes,no,no,2,no,no_phone_service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic_check,30.4,78.65,1
3862,5854-ksrbj,male,no,yes,yes,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.4,1782.05,0
1931,7409-jurkq,female,no,yes,no,53,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),111.8,5809.75,0
3354,7029-ijejk,female,no,no,no,54,no,no_phone_service,dsl,yes,no,no,yes,no,yes,one_year,no,bank_transfer_(automatic),44.1,2369.7,0
2916,4139-jpiam,male,no,no,no,51,no,no_phone_service,dsl,yes,no,no,yes,no,yes,month-to-month,yes,credit_card_(automatic),44.45,2181.55,0
4461,0082-oqiqy,male,no,no,no,29,yes,no,fiber_optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,94.2,2607.6,0
2997,1891-fzysa,male,yes,yes,no,69,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,89.95,6143.15,1
464,1480-bkxga,male,yes,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),116.05,8404.9,0
6281,7435-znuyy,male,no,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.6,116.6,0
568,0939-yapaf,female,no,no,no,35,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.25,3527.6,1
725,6549-ymfaw,male,yes,yes,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,21.25,204.55,0
4352,0595-itudf,male,no,yes,yes,64,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic_check,91.8,5960.5,0
1818,4450-mdzfx,male,no,yes,yes,60,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),74.35,4453.3,0
1526,2984-afwnc,female,no,no,no,3,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,no,electronic_check,95.4,293.15,0
5722,3096-jrdso,female,yes,yes,no,27,yes,yes,fiber_optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),104.3,2867.75,1
1964,2430-rryuw,male,no,no,no,66,yes,no,dsl,yes,yes,no,no,no,no,one_year,yes,mailed_check,54.8,3465.7,0
395,2977-cebsx,female,no,no,no,66,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),90.05,5965.95,0
2279,5334-afqjb,male,yes,no,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.1,1789.9,0
5790,0980-pvmrc,female,no,yes,yes,40,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,50.85,2036.55,0
660,5650-vduds,female,no,no,no,4,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,24.25,96.05,1
813,3551-gaegl,male,no,yes,yes,34,no,no_phone_service,dsl,yes,no,no,no,no,no,one_year,no,bank_transfer_(automatic),30.4,938.65,0
2101,2153-mrefk,female,no,yes,no,37,yes,yes,fiber_optic,yes,no,yes,yes,no,yes,one_year,yes,electronic_check,99.2,3754.6,1
1143,2446-zkvaf,male,no,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),56.8,1074.65,0
1035,1767-cjkba,male,no,no,no,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.1,1697.7,0
3807,8625-azyzy,male,no,yes,no,24,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.65,2542.45,1
25,6865-jznko,female,no,no,no,30,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),55.3,1530.6,0
1823,8496-ejaui,male,no,no,no,19,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),73.85,1424.5,1
3405,0744-gknge,female,no,yes,yes,64,yes,yes,fiber_optic,yes,no,no,yes,no,no,month-to-month,yes,bank_transfer_(automatic),86.8,5327.25,0
2457,5198-efnbm,male,yes,yes,no,57,yes,no,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,electronic_check,90.65,5199.8,0
6963,9547-itefg,male,no,yes,yes,9,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),102.6,897.75,0
6334,4129-lycoi,female,no,no,yes,67,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,electronic_check,104.0,7039.05,0
4777,7501-vtylj,female,no,no,yes,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,51.55,106.2,0
1815,1927-qewmy,female,no,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.5,1502.25,0
3695,6088-bxmrg,female,no,yes,yes,32,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,98.85,3089.6,0
3107,5038-etmlm,female,no,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),113.65,8182.75,0
5535,2404-jibfc,female,no,yes,yes,55,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),85.1,4657.95,0
1962,3511-appbj,male,no,no,no,23,yes,no,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,credit_card_(automatic),99.95,2292.75,0
1765,0409-wtmpl,female,no,yes,no,58,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),110.65,6526.65,0
773,5842-pocop,female,no,yes,no,5,yes,no,fiber_optic,yes,no,yes,no,no,yes,month-to-month,yes,mailed_check,88.9,454.15,1
4766,1043-uxovo,female,no,no,no,71,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),113.15,7993.3,0
5670,7812-fzhpe,female,no,yes,yes,17,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,24.1,409.9,1
5760,4583-parnh,male,yes,yes,no,16,yes,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic_check,91.55,1540.05,0
3990,6986-ixndm,male,no,no,no,14,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,92.9,1337.45,0
5717,8169-saejd,male,yes,yes,no,69,no,no_phone_service,dsl,yes,yes,no,no,yes,yes,two_year,no,credit_card_(automatic),56.55,3952.65,0
1153,8777-pvygu,female,no,yes,no,52,yes,no,dsl,yes,no,yes,no,yes,no,one_year,yes,mailed_check,64.3,3410.6,0
201,8544-goqsh,female,no,no,no,14,yes,no,fiber_optic,no,yes,no,yes,no,no,month-to-month,yes,credit_card_(automatic),80.05,1112.3,0
5573,5550-vfrlc,female,yes,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.85,69.85,1
2070,8624-giout,female,no,no,no,49,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),59.75,2934.3,1
1986,7710-jsyoa,female,no,yes,yes,69,yes,yes,fiber_optic,no,yes,no,yes,no,yes,two_year,yes,bank_transfer_(automatic),93.3,6398.05,0
4150,0187-qsxoe,male,yes,yes,no,7,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,89.0,605.45,0
5143,5204-hmgyf,female,no,yes,yes,49,yes,no,dsl,yes,yes,yes,yes,yes,yes,one_year,yes,mailed_check,87.2,4345.0,0
3810,2903-yytbw,male,no,yes,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,44.55,44.55,0
5404,8910-ichiu,female,no,no,no,46,yes,no,fiber_optic,yes,yes,yes,no,yes,no,one_year,yes,credit_card_(automatic),95.65,4664.2,0
5844,2905-kfquv,female,no,yes,no,2,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),70.4,154.8,0
5229,8327-lzkas,female,yes,yes,no,43,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,107.55,4533.9,1
6610,9696-rmyba,male,no,no,no,5,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,mailed_check,80.1,398.55,0
5393,5376-deqcp,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.6,70.6,1
790,7131-zqznk,female,no,yes,yes,60,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),59.85,3590.2,0
2346,0020-inwck,female,no,yes,yes,71,yes,yes,fiber_optic,no,yes,yes,no,no,yes,two_year,yes,credit_card_(automatic),95.75,6849.4,0
139,0390-dcfdq,female,yes,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.45,70.45,1
1886,6695-frvec,male,no,yes,yes,67,yes,no,dsl,yes,no,yes,yes,no,no,two_year,yes,bank_transfer_(automatic),60.4,3953.7,0
338,7982-vcelr,female,no,no,no,36,yes,no,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),94.8,3565.65,0
260,7273-tefqd,male,yes,no,no,3,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,41.15,132.2,1
36,6047-yhpvi,male,no,no,no,5,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.7,316.9,1
719,6952-omnwb,male,yes,yes,no,68,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),80.35,5589.3,0
4538,0378-tovms,female,no,no,no,3,yes,no,fiber_optic,no,no,no,yes,no,yes,month-to-month,no,electronic_check,85.8,272.2,1
5621,6424-eleyh,female,no,yes,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),74.75,229.5,1
6814,2267-wtpyd,female,yes,yes,no,57,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,no,credit_card_(automatic),94.0,5438.95,0
4371,3372-cdxfj,male,no,yes,yes,13,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),24.5,343.6,0
376,6158-hdpxz,male,no,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,25.35,25.35,0
2525,3133-pznsr,male,no,yes,yes,72,yes,yes,fiber_optic,yes,yes,no,yes,no,yes,two_year,yes,credit_card_(automatic),97.75,6991.6,0
3671,8816-vxnzd,female,no,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.1,75.1,1
620,4881-jvqod,male,yes,yes,yes,10,no,no_phone_service,dsl,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),34.55,362.6,0
2653,9481-whgwy,female,no,yes,yes,70,yes,no,dsl,yes,no,no,yes,yes,yes,two_year,no,credit_card_(automatic),75.35,5437.75,0
3147,8903-wmrnw,female,no,yes,no,15,yes,no,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,no,electronic_check,101.75,1669.4,0
5063,3744-zrrdz,male,no,no,no,21,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,82.35,1852.85,1
1107,0971-qifjk,female,no,yes,no,69,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.25,1641.8,0
2618,1069-qjoee,male,no,yes,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.9,505.45,0
302,8266-vbfql,male,no,no,no,4,yes,no,fiber_optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic_check,90.4,356.65,0
1075,4194-whfcb,female,no,yes,yes,59,yes,yes,fiber_optic,no,yes,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),96.65,5580.8,0
6030,2027-oaqqc,female,no,no,no,43,no,no_phone_service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),49.05,2076.2,1
5504,6345-ulyrw,male,yes,yes,no,44,yes,yes,fiber_optic,no,yes,no,no,no,yes,one_year,no,mailed_check,88.4,3912.9,1
4200,8316-bbqay,female,no,no,no,65,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),59.95,3921.1,0
3789,0310-vqxam,male,no,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.85,178.8,0
5248,3239-tphpz,female,no,yes,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,electronic_check,20.05,264.55,0
362,0104-ppxdv,male,no,yes,no,58,yes,no,dsl,no,no,yes,no,no,no,one_year,no,credit_card_(automatic),50.3,2878.55,0
6104,7356-aynjp,female,no,no,no,4,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,23.9,97.5,0
1565,6968-gmkpr,female,no,no,no,55,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,81.55,4509.5,0
5016,4140-wjaww,female,no,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),19.85,108.05,1
4257,9732-eqmwy,female,no,yes,no,49,yes,no,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic_check,99.4,5025.0,0
733,7564-ghcvb,female,no,yes,yes,72,yes,yes,fiber_optic,yes,no,no,no,no,no,two_year,no,bank_transfer_(automatic),79.05,5730.7,0
953,0851-dfjkb,female,no,no,no,15,yes,no,dsl,yes,no,yes,yes,no,no,month-to-month,no,electronic_check,58.95,955.15,0
481,0447-bemng,female,no,yes,no,48,no,no_phone_service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank_transfer_(automatic),45.3,2145.0,1
6980,0786-vssud,male,yes,no,no,16,no,no_phone_service,dsl,no,yes,no,no,yes,no,month-to-month,yes,mailed_check,39.0,679.85,1
2474,5630-ixdxv,female,no,no,no,47,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.35,4849.1,0
272,6366-zgqgl,male,no,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),24.8,24.8,1
6224,2330-pqgdq,male,no,yes,yes,51,yes,yes,fiber_optic,no,yes,no,yes,no,no,one_year,no,bank_transfer_(automatic),84.2,4299.75,0
6936,7693-lckzl,male,no,yes,yes,5,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,80.15,385.0,1
2881,4003-octmp,female,no,yes,no,31,yes,no,dsl,yes,no,no,yes,no,yes,one_year,yes,electronic_check,64.0,1910.75,0
3455,7274-rtapz,male,no,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.55,90.55,1
6575,2978-xxsog,female,no,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,mailed_check,59.05,1253.5,0
4274,3572-uuhrs,male,no,no,no,45,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),18.85,867.3,0
6358,1027-lkkqq,female,no,yes,yes,72,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),80.45,5886.85,0
709,3347-yjzze,male,no,yes,yes,29,yes,yes,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit_card_(automatic),80.1,2211.8,0
6161,4343-ejvqb,male,no,no,no,7,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,mailed_check,74.35,533.6,0
5291,1334-pdukm,female,no,yes,no,68,yes,yes,fiber_optic,no,yes,yes,no,no,no,one_year,no,credit_card_(automatic),86.45,5762.95,0
4044,2126-gsegl,female,no,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.8,5917.55,0
2849,6838-hvlxg,female,no,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.3,246.7,0
4468,7083-ynsky,female,no,no,no,15,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),25.4,399.6,1
2861,2004-ocqxk,female,no,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,81.95,81.95,1
130,2876-gzyzc,female,no,no,no,13,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.95,1215.65,0
5789,2805-aufqn,female,no,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.8,475.2,0
2950,3345-jhueo,male,no,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,20.2,55.7,0
6931,2371-kfuog,male,no,no,no,58,yes,no,fiber_optic,yes,yes,no,no,yes,yes,one_year,no,bank_transfer_(automatic),99.15,5720.95,0
